vdid,linkid,laneid,lanetype,speed,occupancy,vehicletype,volume,speed2,status,datacollecttime
VD-11-0020-041-01,3000200004096F,0,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-11-0020-041-01,3000200004096F,0,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-11-0020-041-01,3000200004096F,1,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-11-0020-041-01,3000200004096F,1,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-11-0020-041-01,3000200004096F,2,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-11-0020-041-01,3000200004096F,2,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-11-0020-041-02,3000200004138F,0,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-11-0020-041-02,3000200004138F,0,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-11-0020-041-02,3000200004138F,1,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-11-0020-041-02,3000200004138F,1,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-11-0020-041-02,3000200004138F,2,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-11-0020-041-02,3000200004138F,2,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-11-0020-046-01,3000200004490F,0,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-11-0020-046-01,3000200004490F,0,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-11-0020-046-01,3000200004490F,1,1,61.0,1,L,0,,0,2022-01-03 02:42:05
VD-11-0020-046-01,3000200004490F,1,1,61.0,1,S,1,,0,2022-01-03 02:42:05
VD-11-0020-049-01,3000200004959F,0,1,-99,-99,L,-99,,3,2022-01-03 02:42:05
VD-11-0020-049-01,3000200004959F,0,1,-99,-99,S,-99,,3,2022-01-03 02:42:05
VD-11-0020-049-01,3000200004959F,1,1,-99,-99,L,-99,,3,2022-01-03 02:42:05
VD-11-0020-049-01,3000200004959F,1,1,-99,-99,S,-99,,3,2022-01-03 02:42:05
VD-11-0020-049-01,3000200104958F,0,1,-99,-99,L,-99,,3,2022-01-03 02:42:05
VD-11-0020-049-01,3000200104958F,0,1,-99,-99,S,-99,,3,2022-01-03 02:42:05
VD-11-0020-049-01,3000200104958F,1,1,-99,-99,L,-99,,3,2022-01-03 02:42:05
VD-11-0020-049-01,3000200104958F,1,1,-99,-99,S,-99,,3,2022-01-03 02:42:05
VD-11-0020-052-01,3000200005195C,0,1,49.0,1,L,0,,0,2022-01-03 02:42:05
VD-11-0020-052-01,3000200005195C,0,1,49.0,1,S,2,,0,2022-01-03 02:42:05
VD-11-0020-052-01,3000200005195C,1,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-11-0020-052-01,3000200005195C,1,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-11-002B-015-01,3000220101530F,0,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-11-002B-015-01,3000220101530F,0,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-11-002B-015-01,3000220101530F,1,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-11-002B-015-01,3000220101530F,1,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-11-002B-018-01,3000220001920F,0,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-11-002B-018-01,3000220001920F,0,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-11-002B-018-01,3000220001920F,1,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-11-002B-018-01,3000220001920F,1,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-11-0090-007-01,3000900000764F,0,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-11-0090-007-01,3000900000764F,0,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-11-0090-007-01,3000900000764F,1,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-11-0090-007-01,3000900000764F,1,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-11-0090-007-01,3000900000764F,2,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-11-0090-007-01,3000900000764F,2,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-11-0090-011-01,3000900001138F,0,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-11-0090-011-01,3000900001138F,0,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-11-0090-011-01,3000900001138F,1,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-11-0090-011-01,3000900001138F,1,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-11-0090-011-02,3000900001138F,0,1,-99,-99,L,-99,,3,2022-01-03 02:42:05
VD-11-0090-011-02,3000900001138F,0,1,-99,-99,S,-99,,3,2022-01-03 02:42:05
VD-11-0090-011-02,3000900001138F,1,1,-99,-99,L,-99,,3,2022-01-03 02:42:05
VD-11-0090-011-02,3000900001138F,1,1,-99,-99,S,-99,,3,2022-01-03 02:42:05
VD-11-0090-011-02,3000900101138F,0,1,-99,-99,L,-99,,3,2022-01-03 02:42:05
VD-11-0090-011-02,3000900101138F,0,1,-99,-99,S,-99,,3,2022-01-03 02:42:05
VD-11-0090-011-02,3000900101138F,1,1,-99,-99,L,-99,,3,2022-01-03 02:42:05
VD-11-0090-011-02,3000900101138F,1,1,-99,-99,S,-99,,3,2022-01-03 02:42:05
VD-11-0090-028-01,3000900002773F,0,1,-99,-99,L,-99,,3,2022-01-03 02:42:05
VD-11-0090-028-01,3000900002773F,0,1,-99,-99,S,-99,,3,2022-01-03 02:42:05
VD-11-0090-028-01,3000900102773F,0,1,-99,-99,L,-99,,3,2022-01-03 02:42:05
VD-11-0090-028-01,3000900102773F,0,1,-99,-99,S,-99,,3,2022-01-03 02:42:05
VD-11-0090-037-01,3000900003690F,0,1,43.0,1,L,0,,0,2022-01-03 02:42:05
VD-11-0090-037-01,3000900003690F,0,1,43.0,1,S,2,,0,2022-01-03 02:42:05
VD-11-0090-038-01,3000900003821F,0,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-11-0090-038-01,3000900003821F,0,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-12-0013-013-01,3000100001345F,0,1,52.0,6.9,L,0,,0,2022-01-03 02:42:05
VD-12-0013-013-01,3000100001345F,0,1,52.0,6.9,S,6,,0,2022-01-03 02:42:05
VD-12-0013-013-01,3000100001345F,1,1,62.0,1,L,0,,0,2022-01-03 02:42:05
VD-12-0013-013-01,3000100001345F,1,1,62.0,1,S,2,,0,2022-01-03 02:42:05
VD-12-0013-013-01,3000100001345F,2,1,60.0,1,L,0,,0,2022-01-03 02:42:05
VD-12-0013-013-01,3000100001345F,2,1,60.0,1,S,2,,0,2022-01-03 02:42:05
VD-12-001A-004-01,3000110000508F,0,1,-99,-99,L,-99,,3,2022-01-03 02:42:05
VD-12-001A-004-01,3000110000508F,0,1,-99,-99,S,-99,,3,2022-01-03 02:42:05
VD-12-001A-004-01,3000110000508F,1,1,-99,-99,L,-99,,3,2022-01-03 02:42:05
VD-12-001A-004-01,3000110000508F,1,1,-99,-99,S,-99,,3,2022-01-03 02:42:05
VD-12-001A-004-01,3000110100504F,0,1,-99,-99,L,-99,,3,2022-01-03 02:42:05
VD-12-001A-004-01,3000110100504F,0,1,-99,-99,S,-99,,3,2022-01-03 02:42:05
VD-12-001A-004-01,3000110100504F,1,1,-99,-99,L,-99,,3,2022-01-03 02:42:05
VD-12-001A-004-01,3000110100504F,1,1,-99,-99,S,-99,,3,2022-01-03 02:42:05
VD-12-001A-006-01,3000110000583F,0,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-12-001A-006-01,3000110000583F,0,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-12-001A-006-01,3000110000583F,1,1,49.0,1,L,0,,0,2022-01-03 02:42:05
VD-12-001A-006-01,3000110000583F,1,1,49.0,1,S,1,,0,2022-01-03 02:42:05
VD-12-001A-009-01,3000110100940F,0,1,-99,-99,L,-99,,3,2022-01-03 02:42:05
VD-12-001A-009-01,3000110100940F,0,1,-99,-99,S,-99,,3,2022-01-03 02:42:05
VD-12-001A-009-01,3000110100940F,1,1,-99,-99,L,-99,,3,2022-01-03 02:42:05
VD-12-001A-009-01,3000110100940F,1,1,-99,-99,S,-99,,3,2022-01-03 02:42:05
VD-12-0030-018-01,3000300101766F,0,1,41.0,1,L,0,,0,2022-01-03 02:42:05
VD-12-0030-018-01,3000300101766F,0,1,41.0,1,S,1,,0,2022-01-03 02:42:05
VD-12-0030-019-01,3000300001862F,0,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-12-0030-019-01,3000300001862F,0,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-12-0030-019-01,3000300001862F,1,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-12-0030-019-01,3000300001862F,1,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-12-0030-022-01,3000300002164F,0,1,41.0,1,L,0,,0,2022-01-03 02:42:05
VD-12-0030-022-01,3000300002164F,0,1,41.0,1,S,1,,0,2022-01-03 02:42:05
VD-12-0030-022-01,3000300002164F,1,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-12-0030-022-01,3000300002164F,1,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-12-0030-026-01,3000300002550F,0,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-12-0030-026-01,3000300002550F,0,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-12-0030-026-01,3000300002550F,1,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-12-0030-026-01,3000300002550F,1,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-12-007B-000-01,3000720000000F,0,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-12-007B-000-01,3000720000000F,0,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-12-007B-000-02,3000720000000F,0,1,-99,-99,L,-99,,3,2022-01-03 02:42:05
VD-12-007B-000-02,3000720000000F,0,1,-99,-99,S,-99,,3,2022-01-03 02:42:05
VD-12-007B-000-02,3000720100000F,0,1,-99,-99,L,-99,,3,2022-01-03 02:42:05
VD-12-007B-000-02,3000720100000F,0,1,-99,-99,S,-99,,3,2022-01-03 02:42:05
VD-12-007B-004-01,3000720000300F,0,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-12-007B-004-01,3000720000300F,0,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-12-009A-000-01,3000910000005F,0,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-12-009A-000-01,3000910000005F,0,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-12-009A-001-01,3000910000138F,0,1,44.0,1,L,0,,0,2022-01-03 02:42:05
VD-12-009A-001-01,3000910000138F,0,1,44.0,1,S,1,,0,2022-01-03 02:42:05
VD-12-009A-006-01,3000910000635F,0,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-12-009A-006-01,3000910000635F,0,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-12-0150-003-01,3001500000391F,0,1,-99,-99,L,-99,,3,2022-01-03 02:42:05
VD-12-0150-003-01,3001500000391F,0,1,-99,-99,S,-99,,3,2022-01-03 02:42:05
VD-12-0150-003-01,3001500000391F,1,1,-99,-99,L,-99,,3,2022-01-03 02:42:05
VD-12-0150-003-01,3001500000391F,1,1,-99,-99,S,-99,,3,2022-01-03 02:42:05
VD-12-0150-003-01,3001500100291F,0,1,-99,-99,L,-99,,3,2022-01-03 02:42:05
VD-12-0150-003-01,3001500100291F,0,1,-99,-99,S,-99,,3,2022-01-03 02:42:05
VD-12-0150-003-01,3001500100291F,1,1,-99,-99,L,-99,,3,2022-01-03 02:42:05
VD-12-0150-003-01,3001500100291F,1,1,-99,-99,S,-99,,3,2022-01-03 02:42:05
VD-12-0150-010-01,3001500000988F,0,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-12-0150-010-01,3001500000988F,0,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-12-0150-010-01,3001500000988F,1,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-12-0150-010-01,3001500000988F,1,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-12-0150-010-01,3001500000988F,2,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-12-0150-010-01,3001500000988F,2,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-12-0610-001-01,1006110000050F,0,1,-99,-99,L,-99,,3,2022-01-03 02:42:05
VD-12-0610-001-01,1006110000050F,0,1,-99,-99,S,-99,,3,2022-01-03 02:42:05
VD-12-0610-013-01,1006100101300F,0,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-12-0610-013-01,1006100101300F,0,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-12-0610-015-01,1006100101500F,0,1,-99,-99,L,-99,,3,2022-01-03 02:42:05
VD-12-0610-015-01,1006100101500F,0,1,-99,-99,S,-99,,3,2022-01-03 02:42:05
VD-12-0610-015-01,1006100101500F,1,1,-99,-99,L,-99,,3,2022-01-03 02:42:05
VD-12-0610-015-01,1006100101500F,1,1,-99,-99,S,-99,,3,2022-01-03 02:42:05
VD-12-061A-002-01,1006110100200F,0,1,-99,-99,L,-99,,3,2022-01-03 02:42:05
VD-12-061A-002-01,1006110100200F,0,1,-99,-99,S,-99,,3,2022-01-03 02:42:05
VD-12-061A-002-01,1006110100200F,1,1,-99,-99,L,-99,,3,2022-01-03 02:42:05
VD-12-061A-002-01,1006110100200F,1,1,-99,-99,S,-99,,3,2022-01-03 02:42:05
VD-12-0640-001-01,1006400000100F,0,1,62.0,1.9,L,2,,0,2022-01-03 02:42:05
VD-12-0640-001-01,1006400000100F,0,1,62.0,1.9,S,0,,0,2022-01-03 02:42:05
VD-12-0640-001-02,1006400100100F,0,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-12-0640-001-02,1006400100100F,0,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-12-0640-001-03,1006400000100F,0,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-12-0640-001-03,1006400000100F,0,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-12-0640-001-03,1006400000100F,1,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-12-0640-001-03,1006400000100F,1,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-12-0640-001-04,1006400100160F,0,1,96.0,1.0,L,0,,0,2022-01-03 02:42:05
VD-12-0640-001-04,1006400100160F,0,1,96.0,1.0,S,1,,0,2022-01-03 02:42:05
VD-12-0640-001-04,1006400100160F,1,1,82.0,1.0,L,0,,0,2022-01-03 02:42:05
VD-12-0640-001-04,1006400100160F,1,1,82.0,1.0,S,1,,0,2022-01-03 02:42:05
VD-12-0640-002-01,1006400000200F,0,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-12-0640-002-01,1006400000200F,0,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-12-0640-002-01,1006400000200F,1,1,81.0,1.0,L,0,,0,2022-01-03 02:42:05
VD-12-0640-002-01,1006400000200F,1,1,81.0,1.0,S,2,,0,2022-01-03 02:42:05
VD-12-0640-002-02,1006400100200F,0,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-12-0640-002-02,1006400100200F,0,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-12-0640-002-02,1006400100200F,1,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-12-0640-002-02,1006400100200F,1,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-12-0640-005-01,1006400100540F,0,1,83.0,1.0,L,0,,0,2022-01-03 02:42:05
VD-12-0640-005-01,1006400100540F,0,1,83.0,1.0,S,3,,0,2022-01-03 02:42:05
VD-12-0640-005-01,1006400100540F,1,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-12-0640-005-01,1006400100540F,1,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-12-0640-005-02,1006400000540F,0,1,78.0,1.0,L,0,,0,2022-01-03 02:42:05
VD-12-0640-005-02,1006400000540F,0,1,78.0,1.0,S,1,,0,2022-01-03 02:42:05
VD-12-0640-005-02,1006400000540F,1,1,65.0,1.0,L,0,,0,2022-01-03 02:42:05
VD-12-0640-005-02,1006400000540F,1,1,65.0,1.0,S,2,,0,2022-01-03 02:42:05
VD-12-0640-006-01,1006400000600F,0,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-12-0640-006-01,1006400000600F,0,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-12-0640-006-02,1006400000580F,0,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-12-0640-006-02,1006400000580F,0,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-12-0640-006-03,1006401103020F,0,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-12-0640-006-03,1006401103020F,0,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-12-0640-006-04,1006400100600F,0,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-12-0640-006-04,1006400100600F,0,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-12-0640-006-05,1006401103040F,0,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-12-0640-006-05,1006401103040F,0,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-12-0640-006-05,1006401103040F,1,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-12-0640-006-05,1006401103040F,1,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-12-0640-006-06,1006400000600F,0,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-12-0640-006-06,1006400000600F,0,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-12-0640-006-06,1006400000600F,1,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-12-0640-006-06,1006400000600F,1,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-12-0640-008-01,1006400100700F,0,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-12-0640-008-01,1006400100700F,0,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-12-0640-008-01,1006400100700F,1,1,77.0,1.0,L,1,,0,2022-01-03 02:42:05
VD-12-0640-008-01,1006400100700F,1,1,77.0,1.0,S,0,,0,2022-01-03 02:42:05
VD-12-0640-008-02,1006400000800F,0,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-12-0640-008-02,1006400000800F,0,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-12-0640-008-02,1006400000800F,1,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-12-0640-008-02,1006400000800F,1,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-12-0640-010-01,1006400001000F,0,1,62.0,2.0,L,0,,0,2022-01-03 02:42:05
VD-12-0640-010-01,1006400001000F,0,1,62.0,2.0,S,2,,0,2022-01-03 02:42:05
VD-12-0640-010-02,1006401004030F,0,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-12-0640-010-02,1006401004030F,0,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-12-0640-010-03,1006401104000F,0,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-12-0640-010-03,1006401104000F,0,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-12-0640-010-04,1006401104000F,0,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-12-0640-010-04,1006401104000F,0,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-12-0640-010-06,1006400001000F,0,1,70.0,1.0,L,0,,0,2022-01-03 02:42:05
VD-12-0640-010-06,1006400001000F,0,1,70.0,1.0,S,2,,0,2022-01-03 02:42:05
VD-12-0640-010-06,1006400001000F,1,1,59.0,2.0,L,0,,0,2022-01-03 02:42:05
VD-12-0640-010-06,1006400001000F,1,1,59.0,2.0,S,2,,0,2022-01-03 02:42:05
VD-12-0640-011-01,1006401005100F,0,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-12-0640-011-01,1006401005100F,0,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-12-0640-011-02,1006401005100F,0,1,42.0,1.0,L,0,,0,2022-01-03 02:42:05
VD-12-0640-011-02,1006401005100F,0,1,42.0,1.0,S,1,,0,2022-01-03 02:42:05
VD-12-0640-011-03,1006400101110F,0,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-12-0640-011-03,1006400101110F,0,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-12-0640-011-04,1006401005000F,0,1,86.0,1,L,0,,0,2022-01-03 02:42:05
VD-12-0640-011-04,1006401005000F,0,1,86.0,1,S,1,,0,2022-01-03 02:42:05
VD-12-0640-011-05,1006400001120F,0,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-12-0640-011-05,1006400001120F,0,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-12-0640-011-06,1006401105040F,0,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-12-0640-011-06,1006401105040F,0,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-12-0640-011-07,1006401005080F,0,1,63.0,3.0,L,0,,0,2022-01-03 02:42:05
VD-12-0640-011-07,1006401005080F,0,1,63.0,3.0,S,3,,0,2022-01-03 02:42:05
VD-12-0640-011-08,1006401005010F,0,1,76.0,2.0,L,0,,0,2022-01-03 02:42:05
VD-12-0640-011-08,1006401005010F,0,1,76.0,2.0,S,3,,0,2022-01-03 02:42:05
VD-12-0640-011-09,1006401005040F,0,1,63.0,1.0,L,0,,0,2022-01-03 02:42:05
VD-12-0640-011-09,1006401005040F,0,1,63.0,1.0,S,1,,0,2022-01-03 02:42:05
VD-12-0640-011-10,1006401005040F,0,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-12-0640-011-10,1006401005040F,0,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-12-0640-011-10,1006401005040F,1,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-12-0640-011-10,1006401005040F,1,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-12-0640-011-11,1006401105040F,0,1,53.0,3.0,L,2,,0,2022-01-03 02:42:05
VD-12-0640-011-11,1006401105040F,0,1,53.0,3.0,S,0,,0,2022-01-03 02:42:05
VD-12-0640-011-12,1006401105030F,0,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-12-0640-011-12,1006401105030F,0,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-12-0640-011-13,1006401105000F,0,1,89.0,3.0,L,0,,0,2022-01-03 02:42:05
VD-12-0640-011-13,1006401105000F,0,1,89.0,3.0,S,5,,0,2022-01-03 02:42:05
VD-12-0640-011-14,1006401105010F,0,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-12-0640-011-14,1006401105010F,0,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-12-0640-011-15,1006401105050F,0,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-12-0640-011-15,1006401105050F,0,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-12-0640-011-15,1006401105050F,1,1,93.0,1.0,L,0,,0,2022-01-03 02:42:05
VD-12-0640-011-15,1006401105050F,1,1,93.0,1.0,S,1,,0,2022-01-03 02:42:05
VD-12-0640-012-01,1006400001120F,0,1,86.0,1.0,L,0,,0,2022-01-03 02:42:05
VD-12-0640-012-01,1006400001120F,0,1,86.0,1.0,S,1,,0,2022-01-03 02:42:05
VD-12-0640-012-01,1006400001120F,1,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-12-0640-012-01,1006400001120F,1,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-12-0640-013-01,1006400101300F,0,1,100.0,2.0,L,0,,0,2022-01-03 02:42:05
VD-12-0640-013-01,1006400101300F,0,1,100.0,2.0,S,5,,0,2022-01-03 02:42:05
VD-12-0640-013-01,1006400101300F,1,1,90.0,3.0,L,0,,0,2022-01-03 02:42:05
VD-12-0640-013-01,1006400101300F,1,1,90.0,3.0,S,3,,0,2022-01-03 02:42:05
VD-12-0640-013-02,1006400001300F,0,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-12-0640-013-02,1006400001300F,0,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-12-0640-013-02,1006400001300F,1,1,86.0,1.0,L,0,,0,2022-01-03 02:42:05
VD-12-0640-013-02,1006400001300F,1,1,86.0,1.0,S,1,,0,2022-01-03 02:42:05
VD-12-0640-014-01,1006401106030F,0,1,75.0,1,L,0,,0,2022-01-03 02:42:05
VD-12-0640-014-01,1006401106030F,0,1,75.0,1,S,1,,0,2022-01-03 02:42:05
VD-12-0640-014-02,1006400101500F,0,1,85.0,1.0,L,1,,0,2022-01-03 02:42:05
VD-12-0640-014-02,1006400101500F,0,1,85.0,1.0,S,1,,0,2022-01-03 02:42:05
VD-12-0640-014-03,1006400101400F,0,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-12-0640-014-03,1006400101400F,0,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-12-0640-014-03,1006400101400F,1,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-12-0640-014-03,1006400101400F,1,1,0,0,S,0,,0,2022-01-03 02:42:05
VD-12-0640-015-01,1006400001500F,0,1,0,0,L,0,,0,2022-01-03 02:42:05
VD-12-0640-015-01,1006400001500F,0,1,0,0,S,0,,0,2022-01-03 02:42:05
